Temp,Vic Row,HC,Itr
50,1024,38000,0
50,1025,40000,0
50,1026,40000,0
50,1027,47000,0
50,1028,39000,0
50,1029,42000,0
50,1030,41000,0
50,1031,51000,0
50,1032,44000,0
50,1033,41000,0
50,1034,39000,0
50,1035,37000,0
50,1036,45000,0
50,1037,12000,0
50,1038,40000,0
50,1039,44000,0
50,1040,39000,0
50,1041,39000,0
50,1042,14000,0
50,1043,39000,0
50,1044,41000,0
50,1045,12000,0
50,1046,42000,0
50,1047,44000,0
50,1048,41000,0
50,1049,45000,0
50,1050,42000,0
50,1051,47000,0
50,1052,43000,0
50,1053,44000,0
50,1054,42000,0
50,1055,12000,0
50,1056,39000,0
50,1057,44000,0
50,1058,11000,0
50,1059,40000,0
50,1060,43000,0
50,1061,43000,0
50,1062,41000,0
50,1063,43000,0
50,1064,37000,0
50,1065,45000,0
50,1066,41000,0
50,1067,43000,0
50,1068,40000,0
50,1069,12000,0
50,1070,48000,0
50,1071,40000,0
50,1072,42000,0
50,1073,10000,0
50,1074,42000,0
50,1075,13000,0
50,1076,37000,0
50,1077,48000,0
50,1078,38000,0
50,1079,48000,0
50,1080,41000,0
50,1081,45000,0
50,1082,39000,0
50,1083,44000,0
50,1084,41000,0
50,1085,41000,0
50,1086,38000,0
50,1087,39000,0
50,1088,38000,0
50,1089,39000,0
50,1090,42000,0
50,1091,41000,0
50,1092,40000,0
50,1093,45000,0
50,1094,40000,0
50,1095,51000,0
50,1096,12000,0
50,1097,45000,0
50,1098,38000,0
50,1099,43000,0
50,1100,48000,0
50,1101,47000,0
50,1102,10000,0
50,1103,48000,0
50,1104,42000,0
50,1105,46000,0
50,1106,40000,0
50,1107,42000,0
50,1108,42000,0
50,1109,39000,0
50,1110,44000,0
50,1111,41000,0
50,1112,10000,0
50,1113,42000,0
50,1114,39000,0
50,1115,46000,0
50,1116,41000,0
50,1117,44000,0
50,1118,40000,0
50,1119,43000,0
50,1120,42000,0
50,1121,39000,0
50,1122,38000,0
50,1123,50000,0
50,1124,43000,0
50,1125,42000,0
50,1126,46000,0
50,1127,41000,0
50,1128,36000,0
50,1129,41000,0
50,1130,45000,0
50,1131,45000,0
50,1132,44000,0
50,1133,47000,0
50,1134,38000,0
50,1135,47000,0
50,1136,44000,0
50,1137,45000,0
50,1138,39000,0
50,1139,42000,0
50,1140,13000,0
50,1141,47000,0
50,1142,41000,0
50,1143,41000,0
50,1144,48000,0
50,1145,42000,0
50,1146,12000,0
50,1147,46000,0
50,1148,36000,0
50,1149,42000,0
50,1150,37000,0
50,1151,46000,0
50,1152,45000,0
50,1153,47000,0
50,1154,39000,0
50,1155,45000,0
50,1156,39000,0
50,1157,42000,0
50,1158,12000,0
50,1159,48000,0
50,1160,13000,0
50,1161,49000,0
50,1162,39000,0
50,1163,43000,0
50,1164,40000,0
50,1165,45000,0
50,1166,44000,0
50,1167,48000,0
50,1168,13000,0
50,1169,13000,0
50,1170,36000,0
50,1171,47000,0
50,1172,40000,0
50,1173,43000,0
50,1174,43000,0
50,1175,44000,0
50,1176,43000,0
50,1177,46000,0
50,1178,41000,0
50,1179,46000,0
50,1180,45000,0
50,1181,43000,0
50,1182,39000,0
50,1183,45000,0
50,1184,14000,0
50,1185,50000,0
50,1186,39000,0
50,1187,47000,0
50,1188,41000,0
50,1189,48000,0
50,1190,45000,0
50,1191,49000,0
50,1192,42000,0
50,1193,49000,0
50,1194,48000,0
50,1195,41000,0
50,1196,39000,0
50,1197,13000,0
50,1198,42000,0
50,1199,12000,0
50,1200,45000,0
50,1201,13000,0
50,1202,14000,0
50,1203,41000,0
50,1204,47000,0
50,1205,42000,0
50,1206,38000,0
50,1207,51000,0
50,1208,42000,0
50,1209,50000,0
50,1210,39000,0
50,1211,51000,0
50,1212,44000,0
50,1213,49000,0
50,1214,42000,0
50,1215,13000,0
50,1216,42000,0
50,1217,43000,0
50,1218,37000,0
50,1219,41000,0
50,1220,41000,0
50,1221,45000,0
50,1222,39000,0
50,1223,43000,0
50,1224,42000,0
50,1225,47000,0
50,1226,43000,0
50,1227,50000,0
50,1228,44000,0
50,1229,44000,0
50,1230,37000,0
50,1231,37000,0
50,1232,38000,0
50,1233,12000,0
50,1234,13000,0
50,1235,43000,0
50,1236,12000,0
50,1237,54000,0
50,1238,14000,0
50,1239,53000,0
50,1240,39000,0
50,1241,12000,0
50,1242,10000,0
50,1243,11000,0
50,1244,13000,0
50,1245,50000,0
50,1246,40000,0
50,1247,44000,0
50,1248,42000,0
50,1249,45000,0
50,1250,42000,0
50,1251,43000,0
50,1252,47000,0
50,1253,53000,0
50,1254,11000,0
50,1255,50000,0
50,1256,39000,0
50,1257,45000,0
50,1258,49000,0
50,1259,11000,0
50,1260,44000,0
50,1261,46000,0
50,1262,46000,0
50,1263,50000,0
50,1264,46000,0
50,1265,44000,0
50,1266,50000,0
50,1267,38000,0
50,1268,15000,0
50,1269,49000,0
50,1270,46000,0
50,1271,47000,0
50,1272,48000,0
50,1273,45000,0
50,1274,44000,0
50,1275,11000,0
50,1276,49000,0
50,1277,12000,0
50,1278,52000,0
50,1279,494000,0
50,1280,38000,0
50,1281,46000,0
50,1282,55000,0
50,1283,46000,0
50,1284,11000,0
50,1285,44000,0
50,1286,49000,0
50,1287,47000,0
50,1288,51000,0
50,1289,50000,0
50,1290,53000,0
50,1291,39000,0
50,1292,38000,0
50,1293,50000,0
50,1294,46000,0
50,1295,49000,0
50,1296,46000,0
50,1297,52000,0
50,1298,46000,0
50,1299,50000,0
50,1300,11000,0
50,1301,14000,0
50,1302,43000,0
50,1303,50000,0
50,1304,51000,0
50,1305,43000,0
50,1306,38000,0
50,1307,49000,0
50,1308,45000,0
50,1309,12000,0
50,1310,11000,0
50,1311,48000,0
50,1312,43000,0
50,1313,46000,0
50,1314,47000,0
50,1315,54000,0
50,1316,38000,0
50,1317,49000,0
50,1318,48000,0
50,1319,53000,0
50,1320,45000,0
50,1321,40000,0
50,1322,44000,0
50,1323,13000,0
50,1324,40000,0
50,1325,39000,0
50,1326,43000,0
50,1327,47000,0
50,1328,42000,0
50,1329,13000,0
50,1330,36000,0
50,1331,44000,0
50,1332,45000,0
50,1333,48000,0
50,1334,48000,0
50,1335,47000,0
50,1336,41000,0
50,1337,13000,0
50,1338,46000,0
50,1339,48000,0
50,1340,11000,0
50,1341,50000,0
50,1342,44000,0
50,1343,44000,0
50,1344,41000,0
50,1345,43000,0
50,1346,41000,0
50,1347,42000,0
50,1348,12000,0
50,1349,49000,0
50,1350,42000,0
50,1351,45000,0
50,1352,42000,0
50,1353,46000,0
50,1354,40000,0
50,1355,49000,0
50,1356,37000,0
50,1357,46000,0
50,1358,13000,0
50,1359,13000,0
50,1360,44000,0
50,1361,44000,0
50,1362,39000,0
50,1363,40000,0
50,1364,41000,0
50,1365,48000,0
50,1366,38000,0
50,1367,51000,0
50,1368,44000,0
50,1369,47000,0
50,1370,38000,0
50,1371,40000,0
50,1372,39000,0
50,1373,49000,0
50,1374,46000,0
50,1375,43000,0
50,1376,48000,0
50,1377,51000,0
50,1378,46000,0
50,1379,10000,0
50,1380,38000,0
50,1381,44000,0
50,1382,40000,0
50,1383,43000,0
50,1384,10000,0
50,1385,47000,0
50,1386,41000,0
50,1387,51000,0
50,1388,14000,0
50,1389,11000,0
50,1390,42000,0
50,1391,50000,0
50,1392,45000,0
50,1393,48000,0
50,1394,44000,0
50,1395,49000,0
50,1396,44000,0
50,1397,49000,0
50,1398,45000,0
50,1399,45000,0
50,1400,40000,0
50,1401,49000,0
50,1402,44000,0
50,1403,45000,0
50,1404,10000,0
50,1405,45000,0
50,1406,40000,0
50,1407,48000,0
50,1408,43000,0
50,1409,45000,0
50,1410,11000,0
50,1411,43000,0
50,1412,41000,0
50,1413,46000,0
50,1414,42000,0
50,1415,12000,0
50,1416,49000,0
50,1417,45000,0
50,1418,42000,0
50,1419,48000,0
50,1420,39000,0
50,1421,13000,0
50,1422,41000,0
50,1423,49000,0
50,1424,43000,0
50,1425,40000,0
50,1426,38000,0
50,1427,12000,0
50,1428,11000,0
50,1429,43000,0
50,1430,42000,0
50,1431,50000,0
50,1432,48000,0
50,1433,52000,0
50,1434,40000,0
50,1435,50000,0
50,1436,42000,0
50,1437,47000,0
50,1438,45000,0
50,1439,47000,0
50,1440,45000,0
50,1441,44000,0
50,1442,42000,0
50,1443,48000,0
50,1444,48000,0
50,1445,47000,0
50,1446,12000,0
50,1447,47000,0
50,1448,12000,0
50,1449,48000,0
50,1450,42000,0
50,1451,48000,0
50,1452,39000,0
50,1453,48000,0
50,1454,12000,0
50,1455,41000,0
50,1456,12000,0
50,1457,46000,0
50,1458,12000,0
50,1459,45000,0
50,1460,42000,0
50,1461,43000,0
50,1462,13000,0
50,1463,51000,0
50,1464,43000,0
50,1465,42000,0
50,1466,44000,0
50,1467,42000,0
50,1468,39000,0
50,1469,13000,0
50,1470,44000,0
50,1471,12000,0
50,1472,42000,0
50,1473,46000,0
50,1474,39000,0
50,1475,41000,0
50,1476,13000,0
50,1477,42000,0
50,1478,44000,0
50,1479,44000,0
50,1480,41000,0
50,1481,50000,0
50,1482,44000,0
50,1483,42000,0
50,1484,38000,0
50,1485,12000,0
50,1486,13000,0
50,1487,42000,0
50,1488,42000,0
50,1489,12000,0
50,1490,45000,0
50,1491,44000,0
50,1492,42000,0
50,1493,12000,0
50,1494,43000,0
50,1495,49000,0
50,1496,39000,0
50,1497,13000,0
50,1498,39000,0
50,1499,39000,0
50,1500,15000,0
50,1501,42000,0
50,1502,47000,0
50,1503,46000,0
50,1504,14000,0
50,1505,12000,0
50,1506,12000,0
50,1507,44000,0
50,1508,43000,0
50,1509,42000,0
50,1510,47000,0
50,1511,40000,0
50,1512,41000,0
50,1513,11000,0
50,1514,39000,0
50,1515,38000,0
50,1516,38000,0
50,1517,13000,0
50,1518,35000,0
50,1519,38000,0
50,1520,41000,0
50,1521,45000,0
50,1522,38000,0
50,1523,38000,0
50,1524,41000,0
50,1525,40000,0
50,1526,13000,0
50,1527,12000,0
50,1528,40000,0
50,1529,49000,0
50,1530,40000,0
50,1531,37000,0
50,1532,38000,0
50,1533,41000,0
50,1534,41000,0
50,1535,40000,0
50,1536,12000,0
50,1537,12000,0
50,1538,10000,0
50,1539,47000,0
50,1540,38000,0
50,1541,11000,0
50,1542,12000,0
50,1543,45000,0
50,1544,39000,0
50,1545,11000,0
50,1546,15000,0
50,1547,43000,0
50,1548,38000,0
50,1549,47000,0
50,1550,12000,0
50,1551,11000,0
50,1552,13000,0
50,1553,47000,0
50,1554,46000,0
50,1555,38000,0
50,1556,37000,0
50,1557,48000,0
50,1558,41000,0
50,1559,13000,0
50,1560,41000,0
50,1561,44000,0
50,1562,38000,0
50,1563,39000,0
50,1564,43000,0
50,1565,38000,0
50,1566,13000,0
50,1567,11000,0
50,1568,49000,0
50,1569,42000,0
50,1570,38000,0
50,1571,37000,0
50,1572,39000,0
50,1573,41000,0
50,1574,42000,0
50,1575,14000,0
50,1576,14000,0
50,1577,12000,0
50,1578,36000,0
50,1579,40000,0
50,1580,42000,0
50,1581,51000,0
50,1582,46000,0
50,1583,41000,0
50,1584,41000,0
50,1585,45000,0
50,1586,41000,0
50,1587,12000,0
50,1588,37000,0
50,1589,43000,0
50,1590,12000,0
50,1591,12000,0
50,1592,10000,0
50,1593,42000,0
50,1594,13000,0
50,1595,41000,0
50,1596,39000,0
50,1597,45000,0
50,1598,40000,0
50,1599,43000,0
50,1600,40000,0
50,1601,45000,0
50,1602,11000,0
50,1603,40000,0
50,1604,43000,0
50,1605,40000,0
50,1606,40000,0
50,1607,13000,0
50,1608,39000,0
50,1609,14000,0
50,1610,41000,0
50,1611,43000,0
50,1612,43000,0
50,1613,46000,0
50,1614,38000,0
50,1615,44000,0
50,1616,43000,0
50,1617,46000,0
50,1618,41000,0
50,1619,48000,0
50,1620,39000,0
50,1621,44000,0
50,1622,41000,0
50,1623,42000,0
50,1624,12000,0
50,1625,42000,0
50,1626,40000,0
50,1627,41000,0
50,1628,38000,0
50,1629,45000,0
50,1630,11000,0
50,1631,12000,0
50,1632,44000,0
50,1633,41000,0
50,1634,12000,0
50,1635,44000,0
50,1636,14000,0
50,1637,41000,0
50,1638,40000,0
50,1639,42000,0
50,1640,12000,0
50,1641,43000,0
50,1642,40000,0
50,1643,48000,0
50,1644,40000,0
50,1645,43000,0
50,1646,44000,0
50,1647,45000,0
50,1648,37000,0
50,1649,14000,0
50,1650,11000,0
50,1651,40000,0
50,1652,39000,0
50,1653,45000,0
50,1654,36000,0
50,1655,12000,0
50,1656,41000,0
50,1657,43000,0
50,1658,41000,0
50,1659,38000,0
50,1660,37000,0
50,1661,43000,0
50,1662,37000,0
50,1663,40000,0
50,1664,38000,0
50,1665,43000,0
50,1666,44000,0
50,1667,51000,0
50,1668,40000,0
50,1669,50000,0
50,1670,14000,0
50,1671,46000,0
50,1672,36000,0
50,1673,41000,0
50,1674,43000,0
50,1675,39000,0
50,1676,37000,0
50,1677,48000,0
50,1678,44000,0
50,1679,41000,0
50,1680,13000,0
50,1681,46000,0
50,1682,39000,0
50,1683,40000,0
50,1684,39000,0
50,1685,45000,0
50,1686,12000,0
50,1687,12000,0
50,1688,41000,0
50,1689,38000,0
50,1690,39000,0
50,1691,13000,0
50,1692,44000,0
50,1693,12000,0
50,1694,12000,0
50,1695,13000,0
50,1696,40000,0
50,1697,49000,0
50,1698,44000,0
50,1699,41000,0
50,1700,41000,0
50,1701,12000,0
50,1702,37000,0
50,1703,48000,0
50,1704,43000,0
50,1705,46000,0
50,1706,39000,0
50,1707,41000,0
50,1708,42000,0
50,1709,42000,0
50,1710,12000,0
50,1711,42000,0
50,1712,39000,0
50,1713,49000,0
50,1714,40000,0
50,1715,39000,0
50,1716,40000,0
50,1717,48000,0
50,1718,37000,0
50,1719,45000,0
50,1720,40000,0
50,1721,43000,0
50,1722,38000,0
50,1723,12000,0
50,1724,11000,0
50,1725,42000,0
50,1726,37000,0
