Temp,Vic Row,HC,Itr
50,1025,162000,0
50,1026,166000,0
50,1027,163000,0
50,1028,169000,0
50,1029,166000,0
50,1030,162000,0
50,1031,177000,0
50,1032,159000,0
50,1033,172000,0
50,1034,164000,0
50,1035,170000,0
50,1036,157000,0
50,1037,168000,0
50,1038,158000,0
50,1039,155000,0
50,1040,162000,0
50,1041,170000,0
50,1042,171000,0
50,1043,171000,0
50,1044,160000,0
50,1045,154000,0
50,1046,152000,0
50,1047,164000,0
50,1048,165000,0
50,1049,168000,0
50,1050,166000,0
50,1051,165000,0
50,1052,165000,0
50,1053,179000,0
50,1054,157000,0
50,1055,169000,0
50,1056,167000,0
50,1057,166000,0
50,1058,168000,0
50,1059,176000,0
50,1060,155000,0
50,1061,167000,0
50,1062,164000,0
50,1063,175000,0
50,1064,156000,0
50,1065,162000,0
50,1066,150000,0
50,1067,181000,0
50,1068,154000,0
50,1069,157000,0
50,1070,150000,0
50,1071,164000,0
50,1072,165000,0
50,1073,163000,0
50,1074,158000,0
50,1075,164000,0
50,1076,163000,0
50,1077,154000,0
50,1078,156000,0
50,1079,164000,0
50,1080,158000,0
50,1081,165000,0
50,1082,150000,0
50,1083,162000,0
50,1084,156000,0
50,1085,164000,0
50,1086,159000,0
50,1087,172000,0
50,1088,152000,0
50,1089,171000,0
50,1090,164000,0
50,1091,159000,0
50,1092,160000,0
50,1093,169000,0
50,1094,157000,0
50,1095,167000,0
50,1096,155000,0
50,1097,160000,0
50,1098,163000,0
50,1099,167000,0
50,1100,161000,0
50,1101,167000,0
50,1102,159000,0
50,1103,158000,0
50,1104,154000,0
50,1105,167000,0
50,1106,163000,0
50,1107,164000,0
50,1108,160000,0
50,1109,168000,0
50,1110,166000,0
50,1111,168000,0
50,1112,156000,0
50,1113,160000,0
50,1114,148000,0
50,1115,164000,0
50,1116,156000,0
50,1117,168000,0
50,1118,150000,0
50,1119,169000,0
50,1120,154000,0
50,1121,156000,0
50,1122,164000,0
50,1123,145000,0
50,1124,153000,0
50,1125,170000,0
50,1126,148000,0
50,1127,165000,0
50,1128,161000,0
50,1129,165000,0
50,1130,150000,0
50,1131,167000,0
50,1132,155000,0
50,1133,161000,0
50,1134,160000,0
50,1135,166000,0
50,1136,165000,0
50,1137,160000,0
50,1138,159000,0
50,1139,155000,0
50,1140,161000,0
50,1141,155000,0
50,1142,153000,0
50,1143,160000,0
50,1144,150000,0
50,1145,157000,0
50,1146,164000,0
50,1147,164000,0
50,1148,147000,0
50,1149,164000,0
50,1150,147000,0
50,1151,158000,0
50,1152,159000,0
50,1153,170000,0
50,1154,155000,0
50,1155,172000,0
50,1156,138000,0
50,1157,162000,0
50,1158,164000,0
50,1159,163000,0
50,1160,157000,0
50,1161,154000,0
50,1162,149000,0
50,1163,162000,0
50,1164,138000,0
50,1165,157000,0
50,1166,153000,0
50,1167,151000,0
50,1168,158000,0
50,1169,173000,0
50,1170,169000,0
50,1171,158000,0
50,1172,151000,0
50,1173,167000,0
50,1174,147000,0
50,1175,153000,0
50,1176,153000,0
50,1177,157000,0
50,1178,152000,0
50,1179,159000,0
50,1180,153000,0
50,1181,148000,0
50,1182,155000,0
50,1183,165000,0
50,1184,157000,0
50,1185,159000,0
50,1186,150000,0
50,1187,151000,0
50,1188,157000,0
50,1189,157000,0
50,1190,161000,0
50,1191,156000,0
50,1192,150000,0
50,1193,141000,0
50,1194,152000,0
50,1195,167000,0
50,1196,151000,0
50,1197,160000,0
50,1198,152000,0
50,1199,163000,0
50,1200,158000,0
50,1201,21000,0
50,1202,157000,0
50,1203,165000,0
50,1204,152000,0
50,1205,157000,0
50,1206,159000,0
50,1207,164000,0
50,1208,148000,0
50,1209,154000,0
50,1210,154000,0
50,1211,174000,0
50,1212,146000,0
50,1213,156000,0
50,1214,157000,0
50,1215,158000,0
